212;WILMA;RICHARDS;WILMA.RICHARDS@sakilacustomer.org;1;216;2
213;GINA;WILLIAMSON;GINA.WILLIAMSON@sakilacustomer.org;1;217;1
214;KRISTIN;JOHNSTON;KRISTIN.JOHNSTON@sakilacustomer.org;1;218;1
215;JESSIE;BANKS;JESSIE.BANKS@sakilacustomer.org;1;219;2
216;NATALIE;MEYER;NATALIE.MEYER@sakilacustomer.org;1;220;1
217;AGNES;BISHOP;AGNES.BISHOP@sakilacustomer.org;1;221;2
218;VERA;MCCOY;VERA.MCCOY@sakilacustomer.org;1;222;1
219;WILLIE;HOWELL;WILLIE.HOWELL@sakilacustomer.org;1;223;2
220;CHARLENE;ALVAREZ;CHARLENE.ALVAREZ@sakilacustomer.org;1;224;2
221;BESSIE;MORRISON;BESSIE.MORRISON@sakilacustomer.org;1;225;1
222;DELORES;HANSEN;DELORES.HANSEN@sakilacustomer.org;1;226;2
223;MELINDA;FERNANDEZ;MELINDA.FERNANDEZ@sakilacustomer.org;1;227;1
224;PEARL;GARZA;PEARL.GARZA@sakilacustomer.org;1;228;2
225;ARLENE;HARVEY;ARLENE.HARVEY@sakilacustomer.org;1;229;1
226;MAUREEN;LITTLE;MAUREEN.LITTLE@sakilacustomer.org;1;230;2
227;COLLEEN;BURTON;COLLEEN.BURTON@sakilacustomer.org;1;231;1
228;ALLISON;STANLEY;ALLISON.STANLEY@sakilacustomer.org;1;232;2
229;TAMARA;NGUYEN;TAMARA.NGUYEN@sakilacustomer.org;1;233;1
230;JOY;GEORGE;JOY.GEORGE@sakilacustomer.org;1;234;2
231;GEORGIA;JACOBS;GEORGIA.JACOBS@sakilacustomer.org;1;235;1
232;CONSTANCE;REID;CONSTANCE.REID@sakilacustomer.org;1;236;2
233;LILLIE;KIM;LILLIE.KIM@sakilacustomer.org;1;237;2
234;CLAUDIA;FULLER;CLAUDIA.FULLER@sakilacustomer.org;1;238;1
235;JACKIE;LYNCH;JACKIE.LYNCH@sakilacustomer.org;1;239;1
236;MARCIA;DEAN;MARCIA.DEAN@sakilacustomer.org;1;240;1
237;TANYA;GILBERT;TANYA.GILBERT@sakilacustomer.org;1;241;1
238;NELLIE;GARRETT;NELLIE.GARRETT@sakilacustomer.org;1;242;1
239;MINNIE;ROMERO;MINNIE.ROMERO@sakilacustomer.org;1;243;2
240;MARLENE;WELCH;MARLENE.WELCH@sakilacustomer.org;1;244;1
241;HEIDI;LARSON;HEIDI.LARSON@sakilacustomer.org;0;245;2
242;GLENDA;FRAZIER;GLENDA.FRAZIER@sakilacustomer.org;1;246;1
243;LYDIA;BURKE;LYDIA.BURKE@sakilacustomer.org;1;247;1
244;VIOLA;HANSON;VIOLA.HANSON@sakilacustomer.org;1;248;2
245;COURTNEY;DAY;COURTNEY.DAY@sakilacustomer.org;1;249;1
246;MARIAN;MENDOZA;MARIAN.MENDOZA@sakilacustomer.org;1;250;1
247;STELLA;MORENO;STELLA.MORENO@sakilacustomer.org;1;251;1
248;CAROLINE;BOWMAN;CAROLINE.BOWMAN@sakilacustomer.org;1;252;1
249;DORA;MEDINA;DORA.MEDINA@sakilacustomer.org;1;253;2
250;JO;FOWLER;JO.FOWLER@sakilacustomer.org;1;254;2
251;VICKIE;BREWER;VICKIE.BREWER@sakilacustomer.org;1;255;2
252;MATTIE;HOFFMAN;MATTIE.HOFFMAN@sakilacustomer.org;1;256;2
253;TERRY;CARLSON;TERRY.CARLSON@sakilacustomer.org;1;258;1
254;MAXINE;SILVA;MAXINE.SILVA@sakilacustomer.org;1;259;2
255;IRMA;PEARSON;IRMA.PEARSON@sakilacustomer.org;1;260;2
256;MABEL;HOLLAND;MABEL.HOLLAND@sakilacustomer.org;1;261;2
257;MARSHA;DOUGLAS;MARSHA.DOUGLAS@sakilacustomer.org;1;262;2
258;MYRTLE;FLEMING;MYRTLE.FLEMING@sakilacustomer.org;1;263;1
259;LENA;JENSEN;LENA.JENSEN@sakilacustomer.org;1;264;2
260;CHRISTY;VARGAS;CHRISTY.VARGAS@sakilacustomer.org;1;265;1
261;DEANNA;BYRD;DEANNA.BYRD@sakilacustomer.org;1;266;1
262;PATSY;DAVIDSON;PATSY.DAVIDSON@sakilacustomer.org;1;267;2
263;HILDA;HOPKINS;HILDA.HOPKINS@sakilacustomer.org;1;268;1
264;GWENDOLYN;MAY;GWENDOLYN.MAY@sakilacustomer.org;1;269;1
265;JENNIE;TERRY;JENNIE.TERRY@sakilacustomer.org;1;270;2
266;NORA;HERRERA;NORA.HERRERA@sakilacustomer.org;1;271;2
267;MARGIE;WADE;MARGIE.WADE@sakilacustomer.org;1;272;1
268;NINA;SOTO;NINA.SOTO@sakilacustomer.org;1;273;1
269;CASSANDRA;WALTERS;CASSANDRA.WALTERS@sakilacustomer.org;1;274;1
270;LEAH;CURTIS;LEAH.CURTIS@sakilacustomer.org;1;275;1
271;PENNY;NEAL;PENNY.NEAL@sakilacustomer.org;0;276;1
272;KAY;CALDWELL;KAY.CALDWELL@sakilacustomer.org;1;277;1
273;PRISCILLA;LOWE;PRISCILLA.LOWE@sakilacustomer.org;1;278;2
274;NAOMI;JENNINGS;NAOMI.JENNINGS@sakilacustomer.org;1;279;1
275;CAROLE;BARNETT;CAROLE.BARNETT@sakilacustomer.org;1;280;2
276;BRANDY;GRAVES;BRANDY.GRAVES@sakilacustomer.org;1;281;1
277;OLGA;JIMENEZ;OLGA.JIMENEZ@sakilacustomer.org;1;282;2
278;BILLIE;HORTON;BILLIE.HORTON@sakilacustomer.org;1;283;2
279;DIANNE;SHELTON;DIANNE.SHELTON@sakilacustomer.org;1;284;2
280;TRACEY;BARRETT;TRACEY.BARRETT@sakilacustomer.org;1;285;2
281;LEONA;OBRIEN;LEONA.OBRIEN@sakilacustomer.org;1;286;2
282;JENNY;CASTRO;JENNY.CASTRO@sakilacustomer.org;1;287;2
283;FELICIA;SUTTON;FELICIA.SUTTON@sakilacustomer.org;1;288;1
284;SONIA;GREGORY;SONIA.GREGORY@sakilacustomer.org;1;289;1
285;MIRIAM;MCKINNEY;MIRIAM.MCKINNEY@sakilacustomer.org;1;290;1
286;VELMA;LUCAS;VELMA.LUCAS@sakilacustomer.org;1;291;1
287;BECKY;MILES;BECKY.MILES@sakilacustomer.org;1;292;2
288;BOBBIE;CRAIG;BOBBIE.CRAIG@sakilacustomer.org;1;293;1
289;VIOLET;RODRIQUEZ;VIOLET.RODRIQUEZ@sakilacustomer.org;1;294;1
290;KRISTINA;CHAMBERS;KRISTINA.CHAMBERS@sakilacustomer.org;1;295;1
291;TONI;HOLT;TONI.HOLT@sakilacustomer.org;1;296;1
292;MISTY;LAMBERT;MISTY.LAMBERT@sakilacustomer.org;1;297;2
293;MAE;FLETCHER;MAE.FLETCHER@sakilacustomer.org;1;298;2
294;SHELLY;WATTS;SHELLY.WATTS@sakilacustomer.org;1;299;2
295;DAISY;BATES;DAISY.BATES@sakilacustomer.org;1;300;1
296;RAMONA;HALE;RAMONA.HALE@sakilacustomer.org;1;301;2
297;SHERRI;RHODES;SHERRI.RHODES@sakilacustomer.org;1;302;1
298;ERIKA;PENA;ERIKA.PENA@sakilacustomer.org;1;303;1
299;JAMES;GANNON;JAMES.GANNON@sakilacustomer.org;1;304;2
300;JOHN;FARNSWORTH;JOHN.FARNSWORTH@sakilacustomer.org;1;305;1
301;ROBERT;BAUGHMAN;ROBERT.BAUGHMAN@sakilacustomer.org;1;306;2
302;MICHAEL;SILVERMAN;MICHAEL.SILVERMAN@sakilacustomer.org;1;307;1
303;WILLIAM;SATTERFIELD;WILLIAM.SATTERFIELD@sakilacustomer.org;1;308;2
304;DAVID;ROYAL;DAVID.ROYAL@sakilacustomer.org;1;309;2
305;RICHARD;MCCRARY;RICHARD.MCCRARY@sakilacustomer.org;1;310;1
306;CHARLES;KOWALSKI;CHARLES.KOWALSKI@sakilacustomer.org;1;311;1
307;JOSEPH;JOY;JOSEPH.JOY@sakilacustomer.org;1;312;2
308;THOMAS;GRIGSBY;THOMAS.GRIGSBY@sakilacustomer.org;1;313;1
309;CHRISTOPHER;GRECO;CHRISTOPHER.GRECO@sakilacustomer.org;1;314;1
310;DANIEL;CABRAL;DANIEL.CABRAL@sakilacustomer.org;1;315;2
311;PAUL;TROUT;PAUL.TROUT@sakilacustomer.org;1;316;2
312;MARK;RINEHART;MARK.RINEHART@sakilacustomer.org;1;317;2
313;DONALD;MAHON;DONALD.MAHON@sakilacustomer.org;1;318;2
314;GEORGE;LINTON;GEORGE.LINTON@sakilacustomer.org;1;319;1
315;KENNETH;GOODEN;KENNETH.GOODEN@sakilacustomer.org;0;320;2
316;STEVEN;CURLEY;STEVEN.CURLEY@sakilacustomer.org;1;321;1
317;EDWARD;BAUGH;EDWARD.BAUGH@sakilacustomer.org;1;322;2
318;BRIAN;WYMAN;BRIAN.WYMAN@sakilacustomer.org;1;323;1
319;RONALD;WEINER;RONALD.WEINER@sakilacustomer.org;1;324;2
320;ANTHONY;SCHWAB;ANTHONY.SCHWAB@sakilacustomer.org;1;325;2
321;KEVIN;SCHULER;KEVIN.SCHULER@sakilacustomer.org;1;326;1
322;JASON;MORRISSEY;JASON.MORRISSEY@sakilacustomer.org;1;327;1
323;MATTHEW;MAHAN;MATTHEW.MAHAN@sakilacustomer.org;1;328;2
324;GARY;COY;GARY.COY@sakilacustomer.org;1;329;2
325;TIMOTHY;BUNN;TIMOTHY.BUNN@sakilacustomer.org;1;330;1
326;JOSE;ANDREW;JOSE.ANDREW@sakilacustomer.org;1;331;1
327;LARRY;THRASHER;LARRY.THRASHER@sakilacustomer.org;1;332;2
328;JEFFREY;SPEAR;JEFFREY.SPEAR@sakilacustomer.org;1;333;2
329;FRANK;WAGGONER;FRANK.WAGGONER@sakilacustomer.org;1;334;2
330;SCOTT;SHELLEY;SCOTT.SHELLEY@sakilacustomer.org;1;335;1
331;ERIC;ROBERT;ERIC.ROBERT@sakilacustomer.org;1;336;1
332;STEPHEN;QUALLS;STEPHEN.QUALLS@sakilacustomer.org;1;337;1
333;ANDREW;PURDY;ANDREW.PURDY@sakilacustomer.org;1;338;2
334;RAYMOND;MCWHORTER;RAYMOND.MCWHORTER@sakilacustomer.org;1;339;2
335;GREGORY;MAULDIN;GREGORY.MAULDIN@sakilacustomer.org;1;340;1
336;JOSHUA;MARK;JOSHUA.MARK@sakilacustomer.org;1;341;1
